accession,best_query,best_bits,max_fident,nearest_query,seqid_nearest,cov_nearest,low_coverage,triad_found,pocket_ok,composite,above_threshold,mean_plddt,catalytic_ser,his,acid
MGYP000409402357,8B4U,682.0,17.2,8B4U,23.26,0.881,False,True,True,-1.2653,False,,517,632,600
MGYP002623868157,8B4U,845.0,21.7,8B4U,26.09,0.967,False,True,True,-1.2659,False,,138,296,263
MGYP003571708324,8B4U,687.0,17.9,8B4U,30.43,0.506,False,True,True,-1.2669,False,,151,312,285
MGYP001764818640,8B4U,381.0,11.9,4WFI,46.15,0.05,True,True,True,-1.2672,False,,120,266,144
MGYP001770812500,8B4U,417.0,11.7,6EQE,33.33,0.079,True,True,True,-1.2682,False,,179,305,267
MGYP000902514877,8B4U,431.0,11.1,4CG1,24.43,0.5,False,True,True,-1.2692,False,,165,363,330
MGYP000078264768,8B4U,423.0,11.7,4WFI,62.5,0.031,True,True,True,-1.2693,False,,177,352,318
MGYP000362116186,8B4U,666.0,16.1,4EB0,24.24,0.589,False,True,True,-1.2698,False,,377,484,452
MGYP003575473236,8B4U,847.0,22.3,8B4U,27.71,0.918,False,True,True,-1.2714,False,,109,211,182
MGYP001579545599,8B4U,823.0,20.8,8B4U,25.42,0.848,False,True,True,-1.2744,False,,107,227,197
MGYP003507677244,8B4U,393.0,11.7,6EQE,35.71,0.189,True,True,True,-1.2767,False,,110,277,134
MGYP002624414018,8B4U,814.0,20.7,8B4U,28.26,0.766,False,True,True,-1.2795,False,,114,238,208
MGYP003604843579,8B4U,478.0,11.8,8B4U,75.0,0.03,True,True,True,-1.2833,False,,98,249,221
MGYP001174175980,8B4U,822.0,22.3,8B4U,25.35,0.784,False,True,True,-1.2841,False,,109,229,200
MGYP003564958032,6EQE,879.0,22.9,6EQE,25.6,0.902,False,True,True,-1.288,False,,181,260,229
MGYP001470716111,8B4U,867.0,23.7,8B4U,27.37,0.993,False,True,True,-1.2906,False,,109,229,200
MGYP001307811750,8B4U,672.0,16.9,8B4U,24.27,0.762,False,True,True,-1.2911,False,,260,404,373
MGYP001283815365,8B4U,700.0,17.5,8B4U,24.3,0.892,False,True,True,-1.2935,False,,520,639,607
MGYP000523891522,8B4U,682.0,16.1,8B4U,20.34,0.967,False,True,True,-1.2937,False,,149,304,270
MGYP001107617647,8B4U,676.0,16.4,8B4U,21.97,0.859,False,True,True,-1.2974,False,,127,260,232
MGYP000476441412,8B4U,478.0,11.7,8B4U,31.48,0.201,True,True,True,-1.2984,False,,118,284,151
MGYP002085192684,8B4U,828.0,21.0,4EB0,25.16,0.508,False,True,True,-1.2994,False,,156,273,244
MGYP002636444592,4CG1,697.0,17.6,4EB0,23.72,0.76,False,True,True,-1.2999,False,,156,273,243
MGYP003576742086,8B4U,686.0,16.5,4WFI,23.24,0.597,False,True,True,-1.3026,False,,263,371,338
MGYP003303865389,8B4U,384.0,11.9,4WFI,35.71,0.054,True,True,True,-1.3029,False,,144,296,168
MGYP000185405893,8B4U,422.0,10.0,4CG1,33.33,0.092,True,True,True,-1.3032,False,,102,243,215
MGYP003291699805,8B4U,702.0,16.3,4WFI,41.67,0.047,True,True,True,-1.3042,False,,106,228,201
MGYP002517812190,8B4U,839.0,21.0,8B4U,26.83,0.848,False,True,True,-1.3051,False,,123,237,209
MGYP000893402569,8B4U,712.0,16.0,8B4U,24.65,0.747,False,True,True,-1.3071,False,,278,385,353
MGYP003301714724,8B4U,848.0,22.3,8B4U,28.16,0.944,False,True,True,-1.3078,False,,129,256,227
MGYP000668684045,8B4U,422.0,11.6,4WFI,50.0,0.039,True,True,True,-1.3093,False,,148,275,245
MGYP003971057783,8B4U,826.0,24.5,8B4U,25.7,0.926,False,True,True,-1.3095,False,,105,194,166
MGYP000121473448,8B4U,842.0,24.7,8B4U,26.59,0.903,False,True,True,-1.3096,False,,143,257,229
MGYP001017628941,8B4U,718.0,17.5,8B4U,28.78,0.502,False,True,True,-1.3098,False,,246,427,393
MGYP001194823896,8B4U,688.0,17.7,8B4U,22.93,0.933,False,True,True,-1.3117,False,,433,559,525
MGYP000663314926,8B4U,407.0,11.6,8B4U,50.0,0.056,True,True,True,-1.315,False,,154,353,320
MGYP001791177371,8B4U,699.0,16.8,4EB0,40.0,0.058,True,True,True,-1.3167,False,,237,393,360
MGYP003591028982,8B4U,471.0,11.1,4WFI,41.18,0.112,True,True,True,-1.3192,False,,181,309,278
MGYP000429182758,8B4U,861.0,19.3,8B4U,24.44,0.866,False,True,True,-1.3214,False,,128,252,222
MGYP002620234006,8B4U,818.0,19.3,8B4U,23.81,0.888,False,True,True,-1.3214,False,,182,302,270
MGYP000878632879,8B4U,892.0,24.7,4CG1,29.31,0.592,False,True,True,-1.3221,False,,115,265,231
MGYP000343442879,8B4U,672.0,16.4,8B4U,22.33,0.762,False,True,True,-1.3224,False,,316,423,391
MGYP000458577712,8B4U,403.0,11.5,4WFI,40.0,0.078,True,True,True,-1.323,False,,340,497,468
MGYP000651619376,8B4U,853.0,23.1,8B4U,27.38,0.952,False,True,True,-1.3233,False,,108,228,199
MGYP001266376040,8B4U,850.0,23.3,8B4U,28.8,0.926,False,True,True,-1.3271,False,,108,223,194
MGYP003375772068,8B4U,664.0,16.0,8B4U,22.1,0.967,False,True,True,-1.3281,False,,595,702,670
MGYP000114943214,8B4U,830.0,19.0,8B4U,22.18,0.926,False,True,True,-1.3312,False,,115,272,245
MGYP000716071174,8B4U,709.0,17.8,4EB0,24.16,0.651,False,True,True,-1.3342,False,,469,618,586
MGYP000981786005,8B4U,832.0,22.3,4WFI,27.41,0.632,False,True,True,-1.3343,False,,130,260,225
MGYP000996620290,8B4U,664.0,17.2,8B4U,24.49,0.944,False,True,True,-1.3352,False,,127,256,227
MGYP001458859573,8B4U,381.0,11.8,8B4U,71.43,0.026,True,True,True,-1.3402,False,,105,272,129
MGYP000657515363,8B4U,841.0,20.0,8B4U,23.74,0.81,False,True,True,-1.3417,False,,257,434,400
MGYP003375975484,8B4U,870.0,21.7,4WFI,27.71,0.554,False,True,True,-1.3417,False,,122,251,219
MGYP003417444130,8B4U,392.0,11.4,4WFI,37.93,0.105,True,True,True,-1.3427,False,,152,350,317
MGYP000725030449,8B4U,678.0,17.6,4EB0,23.7,0.578,False,True,True,-1.3429,False,,528,649,617
MGYP001485113686,8B4U,407.0,11.6,4CG1,22.83,0.641,False,True,True,-1.3444,False,,87,239,111
MGYP000554053732,8B4U,419.0,11.9,4CG1,22.92,0.508,False,True,True,-1.3449,False,,106,254,228
MGYP000415736225,8B4U,850.0,22.8,8B4U,27.8,0.814,False,True,True,-1.3463,False,,116,236,207
MGYP003298379491,8B4U,749.0,17.4,6EQE,37.93,0.109,True,True,True,-1.3463,False,,257,432,403
MGYP001491959861,8B4U,688.0,17.7,8B4U,28.03,0.554,False,True,True,-1.3471,False,,241,401,370
MGYP001132991669,8B4U,891.0,24.2,8B4U,27.17,0.944,False,True,True,-1.3478,False,,133,252,222
MGYP001108774591,8B4U,696.0,16.9,6EQE,24.67,0.513,False,True,True,-1.3509,False,,132,239,207
MGYP000130928341,8B4U,815.0,17.0,8B4U,28.87,0.487,True,True,True,-1.3518,False,,120,271,244
MGYP001331213189,8B4U,828.0,23.3,8B4U,29.75,0.829,False,True,True,-1.3541,False,,129,250,222
MGYP000968883007,8B4U,673.0,17.4,8B4U,23.08,0.937,False,True,True,-1.3556,False,,160,278,248
MGYP001104550276,8B4U,413.0,11.2,4EB0,33.33,0.101,True,True,True,-1.3598,False,,140,303,164
MGYP000515974560,8B4U,864.0,24.2,8B4U,27.17,0.914,False,True,True,-1.3608,False,,109,225,196
MGYP002624067514,8B4U,840.0,24.7,8B4U,29.46,0.855,False,True,True,-1.3619,False,,132,246,218
MGYP000544177320,8B4U,395.0,10.3,4WFI,40.0,0.097,True,True,True,-1.3623,False,,150,353,320
MGYP000112005739,8B4U,680.0,16.4,8B4U,22.14,0.885,False,True,True,-1.3641,False,,612,719,687
MGYP002629159684,8B4U,821.0,21.8,8B4U,27.2,0.937,False,True,True,-1.3644,False,,110,230,201
MGYP003562738905,8B4U,677.0,16.4,4WFI,22.78,0.558,False,True,True,-1.3645,False,,606,713,681
MGYP000290423078,8B4U,768.0,17.5,4CG1,18.75,0.771,False,True,True,-1.3661,False,,366,530,496
MGYP000882735238,8B4U,671.0,16.3,6EQE,21.71,0.883,False,True,True,-1.3689,False,,530,644,612
MGYP000290457096,8B4U,815.0,18.3,4WFI,26.03,0.519,False,True,True,-1.3696,False,,241,404,370
MGYP001549090859,8B4U,736.0,17.7,8B4U,23.39,0.851,False,True,True,-1.3738,False,,320,434,402
MGYP003566189051,8B4U,697.0,17.4,8B4U,23.51,0.892,False,True,True,-1.374,False,,141,274,246
MGYP001376063547,8B4U,381.0,10.1,4EB0,24.66,0.539,False,True,True,-1.3759,False,,140,359,326
MGYP000285990081,8B4U,713.0,15.8,8B4U,21.67,0.781,False,True,True,-1.3773,False,,128,252,222
MGYP000070017005,8B4U,827.0,21.0,8B4U,24.23,0.933,False,True,True,-1.3786,False,,100,213,184
MGYP001330815176,8B4U,668.0,17.3,4EB0,24.35,0.698,False,True,True,-1.3794,False,,284,444,413
MGYP000697244124,8B4U,743.0,17.9,8B4U,22.69,0.952,False,True,True,-1.3806,False,,106,215,184
MGYP001182303678,8B4U,713.0,17.8,8B4U,21.64,0.948,False,True,True,-1.3812,False,,217,328,296
MGYP003587402988,8B4U,823.0,19.1,8B4U,24.4,0.792,False,True,True,-1.3816,False,,123,247,217
MGYP000589000171,8B4U,878.0,21.1,8B4U,28.02,0.84,False,True,True,-1.3826,False,,108,229,200
MGYP001089166698,8B4U,665.0,16.7,8B4U,20.94,0.777,False,True,True,-1.3831,False,,513,632,600
MGYP001103106010,8B4U,388.0,10.3,4CG1,19.05,0.588,False,True,True,-1.3842,False,,113,244,137
MGYP002725488416,8B4U,427.0,11.8,4CG1,22.83,0.622,False,True,True,-1.3854,False,,185,369,335
MGYP003594263173,8B4U,407.0,11.4,6EQE,20.13,0.558,False,True,True,-1.3857,False,,127,291,265
MGYP001432776330,8B4U,844.0,17.3,8B4U,24.0,0.862,False,True,True,-1.389,False,,119,269,240
MGYP003294933798,8B4U,676.0,16.9,8B4U,21.8,0.929,False,True,True,-1.392,False,,135,242,210
MGYP003574858806,8B4U,763.0,17.4,6EQE,26.28,0.513,False,True,True,-1.3928,False,,255,437,403
MGYP002621644393,8B4U,908.0,24.9,8B4U,28.16,0.877,False,True,True,-1.3942,False,,107,230,201
MGYP000263960363,8B4U,680.0,16.6,4WFI,23.56,0.779,False,True,True,-1.3962,False,,615,722,690
MGYP001546097727,8B4U,410.0,11.9,4WFI,33.33,0.14,True,True,True,-1.3965,False,,91,253,116
MGYP003576718698,8B4U,877.0,24.1,8B4U,29.5,0.922,False,True,True,-1.3968,False,,103,219,190
MGYP003384523403,8B4U,921.0,18.6,8B4U,25.18,0.822,False,True,True,-1.3977,False,,154,321,289
MGYP000588330835,8B4U,713.0,16.6,8B4U,21.62,0.773,False,True,True,-1.3999,False,,118,241,214
MGYP001031529308,8B4U,766.0,15.4,8B4U,21.3,0.848,False,True,True,-1.4003,False,,118,228,198
MGYP000093130010,8B4U,384.0,11.5,4WFI,24.14,0.57,False,True,True,-1.4005,False,,182,331,289
MGYP001124473384,8B4U,676.0,17.1,8B4U,25.96,0.755,False,True,True,-1.4006,False,,149,285,257
MGYP001554664375,8B4U,814.0,21.1,8B4U,26.32,0.706,False,True,True,-1.4028,False,,118,263,234
MGYP002623856225,8B4U,848.0,22.9,8B4U,27.61,0.922,False,True,True,-1.4068,False,,112,234,206
MGYP003581965580,8B4U,684.0,17.7,4CG1,22.4,0.656,False,True,True,-1.407,False,,180,287,255
MGYP001100723757,8B4U,884.0,23.9,8B4U,26.09,0.926,False,True,True,-1.4082,False,,109,229,200
MGYP002777659696,8B4U,674.0,16.2,8B4U,33.06,0.416,True,True,True,-1.4082,False,,247,404,371
MGYP001412553044,8B4U,755.0,17.8,8B4U,27.22,0.558,False,True,True,-1.409,False,,277,457,423
MGYP000729630099,8B4U,815.0,22.3,8B4U,25.29,0.952,False,True,True,-1.4092,False,,110,226,197
MGYP001001702848,8B4U,679.0,17.3,8B4U,29.01,0.561,False,True,True,-1.4097,False,,203,349,318
MGYP000382449710,8B4U,382.0,10.7,6EQE,43.75,0.06,True,True,True,-1.4108,False,,157,357,324
MGYP001181393875,8B4U,829.0,22.1,8B4U,25.98,0.933,False,True,True,-1.4162,False,,133,258,228
MGYP001613689473,8B4U,814.0,24.5,8B4U,26.77,0.929,False,True,True,-1.4174,False,,111,212,185
MGYP002642125956,8B4U,677.0,16.6,4EB0,29.03,0.333,True,True,True,-1.4202,False,,184,330,299
MGYP000686396211,8B4U,721.0,15.7,8B4U,19.93,0.911,False,True,True,-1.4207,False,,219,355,323
MGYP000858283687,8B4U,424.0,11.2,6EQE,37.5,0.091,True,True,True,-1.4267,False,,105,252,224
MGYP000998572067,8B4U,737.0,17.7,4EB0,23.64,0.558,False,True,True,-1.4277,False,,161,318,291
MGYP000236718463,8B4U,433.0,11.6,4EB0,55.56,0.035,True,True,True,-1.4284,False,,159,287,257
MGYP001104894993,8B4U,866.0,20.3,8B4U,25.1,0.758,False,True,True,-1.4293,False,,119,266,237
MGYP001037014972,8B4U,822.0,23.4,8B4U,27.35,0.855,False,True,True,-1.4312,False,,114,234,203
MGYP000370725461,8B4U,833.0,24.0,8B4U,30.53,0.81,False,True,True,-1.4322,False,,111,230,200
MGYP000058594608,8B4U,438.0,11.4,4WFI,23.38,0.589,False,True,True,-1.4388,False,,133,287,258
MGYP001428884385,8B4U,675.0,17.3,8B4U,22.37,0.695,False,True,True,-1.4397,False,,132,286,254
MGYP001361741296,8B4U,740.0,17.3,8B4U,21.48,0.851,False,True,True,-1.4424,False,,166,343,310
MGYP002654345326,8B4U,386.0,11.4,4EB0,32.0,0.097,True,True,True,-1.4431,False,,130,313,284
MGYP001614222434,8B4U,815.0,21.1,8B4U,24.9,0.896,False,True,True,-1.4438,False,,107,211,181
MGYP000632499335,8B4U,788.0,17.5,4WFI,25.15,0.562,False,True,True,-1.4444,False,,144,307,275
MGYP000995255830,8B4U,865.0,22.3,8B4U,29.52,0.952,False,True,True,-1.4451,False,,111,276,246
MGYP002039136706,8B4U,422.0,11.2,4CG1,22.41,0.595,False,True,True,-1.4496,False,,165,364,331
MGYP002735393759,8B4U,921.0,23.3,8B4U,24.71,0.959,False,True,True,-1.4499,False,,114,228,200
MGYP001221517318,8B4U,685.0,16.6,8B4U,21.67,0.736,False,True,True,-1.4503,False,,595,702,670
MGYP000462482350,8B4U,704.0,15.6,8B4U,20.23,0.836,False,True,True,-1.4512,False,,123,247,220
MGYP000719323403,8B4U,929.0,24.9,8B4U,26.25,0.933,False,True,True,-1.452,False,,121,237,208
MGYP003294846619,8B4U,459.0,11.9,4CG1,50.0,0.053,True,True,True,-1.4535,False,,116,233,201
MGYP000896497245,6EQE,399.0,11.7,4CG1,39.29,0.107,True,True,True,-1.4538,False,,225,297,248
MGYP001211531334,8B4U,833.0,20.7,4EB0,26.04,0.674,False,True,True,-1.4551,False,,262,443,409
MGYP000426181220,8B4U,414.0,11.7,6EQE,50.0,0.06,True,True,True,-1.4552,False,,130,253,154
MGYP001367832081,8B4U,713.0,16.4,8B4U,24.15,0.781,False,True,True,-1.4576,False,,132,251,223
MGYP000414265977,8B4U,673.0,17.2,4CG1,24.67,0.71,False,True,True,-1.4594,False,,138,274,246
MGYP001121864869,8B4U,814.0,20.4,8B4U,24.19,0.892,False,True,True,-1.4603,False,,199,379,345
MGYP003553627121,8B4U,692.0,17.8,8B4U,24.55,0.792,False,True,True,-1.4607,False,,107,231,202
MGYP001791314105,8B4U,443.0,11.7,4WFI,35.0,0.155,True,True,True,-1.462,False,,266,407,355
MGYP001225597024,8B4U,682.0,17.2,4EB0,23.5,0.686,False,True,True,-1.4632,False,,116,230,198
MGYP000440358957,8B4U,681.0,17.1,8B4U,24.38,0.862,False,True,True,-1.4658,False,,221,330,303
MGYP001324590766,8B4U,395.0,11.4,4WFI,50.0,0.047,True,True,True,-1.466,False,,112,247,214
MGYP003595672782,8B4U,864.0,22.3,8B4U,26.05,0.762,False,True,True,-1.4676,False,,113,265,236
MGYP001885632469,8B4U,813.0,24.3,8B4U,26.03,0.87,False,True,True,-1.4677,False,,167,281,253
MGYP001183640940,8B4U,411.0,11.0,4CG1,27.03,0.141,True,True,True,-1.4684,False,,179,344,203
MGYP000381988634,8B4U,669.0,17.0,6EQE,25.0,0.562,False,True,True,-1.4685,False,,289,396,364
MGYP001187185924,8B4U,677.0,17.4,8B4U,23.48,0.918,False,True,True,-1.4711,False,,487,601,569
MGYP001367571152,8B4U,701.0,17.4,8B4U,22.44,0.9,False,True,True,-1.4719,False,,285,392,360
MGYP003551157345,8B4U,671.0,15.4,4CG1,23.4,0.511,False,True,True,-1.4724,False,,111,239,209
MGYP001826665851,8B4U,843.0,23.5,8B4U,27.83,0.84,False,True,True,-1.4725,False,,111,226,197
MGYP003571080159,8B4U,736.0,17.3,8B4U,25.7,0.781,False,True,True,-1.4764,False,,212,389,357
MGYP000582609647,8B4U,813.0,18.6,8B4U,24.26,0.959,False,True,True,-1.477,False,,111,276,246
MGYP001050641014,8B4U,904.0,22.9,8B4U,27.04,0.978,False,True,True,-1.4775,False,,109,229,200
MGYP001364065046,8B4U,862.0,23.1,8B4U,27.96,0.974,False,True,True,-1.4795,False,,121,238,209
MGYP000981131261,8B4U,764.0,17.7,8B4U,23.16,0.914,False,True,True,-1.4809,False,,128,251,223
MGYP001237649582,8B4U,381.0,11.5,4WFI,39.39,0.124,True,True,True,-1.482,False,,224,382,354
MGYP000986085378,8B4U,414.0,11.2,4CG1,19.17,0.653,False,True,True,-1.4827,False,,153,280,250
MGYP000599895081,8B4U,879.0,22.6,8B4U,26.64,0.874,False,True,True,-1.4851,False,,109,229,200
MGYP001284637787,8B4U,842.0,23.8,8B4U,31.01,0.926,False,True,True,-1.4851,False,,108,230,201
MGYP001429910947,8B4U,698.0,17.6,8B4U,24.17,0.814,False,True,True,-1.4871,False,,184,319,291
MGYP000225061292,8B4U,667.0,17.1,6EQE,22.57,0.777,False,True,True,-1.4888,False,,552,666,634
MGYP001112649293,8B4U,866.0,23.1,8B4U,29.04,0.851,False,True,True,-1.4904,False,,161,321,293
MGYP000812821942,8B4U,703.0,17.1,8B4U,21.21,0.851,False,True,True,-1.4919,False,,271,416,385
MGYP000512612675,8B4U,682.0,15.8,6EQE,22.58,0.668,False,True,True,-1.4938,False,,152,305,275
MGYP000846298952,8B4U,669.0,17.6,4WFI,22.52,0.671,False,True,True,-1.4942,False,,562,679,647
MGYP001486972770,8B4U,721.0,17.9,8B4U,31.29,0.528,False,True,True,-1.4943,False,,117,290,258
MGYP003602855331,8B4U,817.0,22.5,8B4U,28.26,0.829,False,True,True,-1.4952,False,,106,225,197
MGYP000713571432,8B4U,813.0,20.3,8B4U,26.03,0.788,False,True,True,-1.4954,False,,101,208,179
MGYP000867855199,8B4U,775.0,16.3,8B4U,22.01,0.851,False,True,True,-1.4969,False,,127,252,224
MGYP001435779770,8B4U,867.0,22.9,8B4U,25.56,0.967,False,True,True,-1.4969,False,,289,445,416
MGYP000195957519,8B4U,842.0,18.9,8B4U,24.18,0.903,False,True,True,-1.4981,False,,275,441,407
MGYP000981859059,8B4U,483.0,11.9,4EB0,53.85,0.05,True,True,True,-1.4986,False,,136,313,284
MGYP001129678584,8B4U,697.0,17.7,4WFI,26.71,0.589,False,True,True,-1.4995,False,,114,271,244
MGYP000921129502,8B4U,864.0,19.4,8B4U,22.64,0.941,False,True,True,-1.5012,False,,115,240,208
MGYP003383489229,8B4U,396.0,11.3,4CG1,24.11,0.534,False,True,True,-1.5015,False,,143,286,255
MGYP000927417709,8B4U,672.0,16.6,4EB0,28.11,0.647,False,True,True,-1.5028,False,,248,411,378
MGYP001272592878,8B4U,409.0,11.9,4CG1,29.17,0.34,True,True,True,-1.5034,False,,126,397,366
MGYP002628078029,8B4U,674.0,16.5,4WFI,24.52,0.531,False,True,True,-1.505,False,,110,258,228
MGYP000967617193,8B4U,729.0,17.3,4WFI,21.62,0.554,False,True,True,-1.5052,False,,121,282,255
MGYP003653118022,8B4U,426.0,11.7,4EB0,63.64,0.043,True,True,True,-1.5062,False,,174,297,242
MGYP001609415486,8B4U,732.0,17.6,8B4U,30.0,0.591,False,True,True,-1.5107,False,,106,287,253
MGYP001574917302,8B4U,852.0,20.2,8B4U,26.16,0.866,False,True,True,-1.5116,False,,114,230,201
MGYP002882920827,8B4U,711.0,17.7,8B4U,25.38,0.955,False,True,True,-1.512,False,,199,350,317
MGYP000428613901,8B4U,950.0,24.9,8B4U,29.57,0.9,False,True,True,-1.5133,False,,109,222,194
MGYP001173405353,8B4U,386.0,11.8,4CG1,36.0,0.092,True,True,True,-1.5148,False,,156,265,230
MGYP000368428985,8B4U,840.0,24.9,8B4U,27.1,0.963,False,True,True,-1.5153,False,,115,233,204
MGYP001286686269,8B4U,827.0,21.3,4WFI,28.09,0.581,False,True,True,-1.5169,False,,143,285,251
MGYP001578348329,8B4U,864.0,22.9,8B4U,31.08,0.885,False,True,True,-1.5187,False,,112,232,203
MGYP000956255069,8B4U,857.0,20.7,8B4U,23.4,0.87,False,True,True,-1.5201,False,,124,247,219
MGYP001206093654,8B4U,850.0,19.8,8B4U,23.08,0.914,False,True,True,-1.5208,False,,109,229,200
MGYP001182396354,8B4U,859.0,24.0,8B4U,27.71,0.822,False,True,True,-1.5209,False,,105,217,189
MGYP000210387593,8B4U,698.0,16.7,8B4U,23.79,0.792,False,True,True,-1.5222,False,,128,285,257
MGYP001093815155,8B4U,720.0,17.5,4CG1,25.19,0.5,False,True,True,-1.5226,False,,113,270,243
MGYP002578758311,8B4U,669.0,17.0,8B4U,27.81,0.591,False,True,True,-1.523,False,,134,260,226
MGYP001441740661,8B4U,390.0,11.3,4CG1,50.0,0.061,True,True,True,-1.5238,False,,163,281,239
MGYP001435493756,8B4U,840.0,20.0,8B4U,26.33,0.87,False,True,True,-1.5254,False,,116,278,249
MGYP003386121512,8B4U,407.0,11.3,4CG1,50.0,0.076,True,True,True,-1.526,False,,186,452,400
MGYP001558217548,8B4U,897.0,24.0,8B4U,26.85,0.926,False,True,True,-1.5268,False,,105,225,198
MGYP001358345619,8B4U,868.0,23.7,8B4U,28.28,0.881,False,True,True,-1.5269,False,,115,236,207
MGYP001131378206,8B4U,827.0,22.5,8B4U,25.42,0.937,False,True,True,-1.527,False,,119,279,251
MGYP001593768919,8B4U,828.0,23.8,8B4U,26.91,0.885,False,True,True,-1.527,False,,113,269,240
MGYP000489131259,8B4U,409.0,11.7,4CG1,45.45,0.08,True,True,True,-1.5271,False,,118,277,249
MGYP000362336764,8B4U,421.0,10.9,6EQE,22.01,0.502,False,True,True,-1.53,False,,170,413,385
MGYP000981854729,8B4U,799.0,17.8,4CG1,20.7,0.92,False,True,True,-1.5305,False,,252,429,395
MGYP001544669037,8B4U,446.0,11.1,4EB0,24.31,0.667,False,True,True,-1.5328,False,,166,321,190
MGYP002789770455,8B4U,708.0,17.3,8B4U,28.68,0.502,False,True,True,-1.5331,False,,165,337,304
MGYP002793762074,8B4U,675.0,16.4,8B4U,24.2,0.736,False,True,True,-1.5346,False,,245,352,320
MGYP004000367711,8B4U,437.0,10.9,4EB0,31.03,0.112,True,True,True,-1.5369,False,,163,363,187
MGYP001339079602,8B4U,386.0,11.0,8B4U,50.0,0.056,True,True,True,-1.5379,False,,157,357,324
MGYP003146286391,8B4U,813.0,20.4,8B4U,23.74,0.848,False,True,True,-1.5401,False,,126,250,222
MGYP001815678121,8B4U,700.0,17.4,8B4U,20.82,0.84,False,True,True,-1.5443,False,,115,281,247
MGYP001619685507,8B4U,708.0,17.9,8B4U,23.32,0.777,False,True,True,-1.5445,False,,113,238,211
MGYP003296494544,8B4U,837.0,23.1,8B4U,27.44,0.874,False,True,True,-1.5448,False,,123,247,217
MGYP001051192385,8B4U,880.0,22.0,8B4U,25.1,0.781,False,True,True,-1.5472,False,,223,368,335
MGYP000486497696,8B4U,841.0,24.0,4EB0,28.4,0.597,False,True,True,-1.5492,False,,146,279,246
MGYP003114386637,8B4U,682.0,15.0,4CG1,24.72,0.622,False,True,True,-1.5537,False,,332,481,449
MGYP001614617390,8B4U,907.0,20.3,8B4U,22.92,0.848,False,True,True,-1.5541,False,,108,235,207
MGYP001800019644,8B4U,673.0,17.5,6EQE,22.96,0.649,False,True,True,-1.556,False,,237,398,365
MGYP001801565812,8B4U,874.0,24.1,8B4U,27.89,0.914,False,True,True,-1.5574,False,,108,228,199
MGYP001102739166,8B4U,815.0,22.5,6EQE,26.67,0.608,False,True,True,-1.5577,False,,141,321,287
MGYP003482473082,8B4U,825.0,20.1,8B4U,31.09,0.442,True,True,True,-1.5579,False,,146,276,244
MGYP002399973535,8B4U,392.0,11.5,4EB0,31.58,0.217,True,True,True,-1.5606,False,,156,317,180
MGYP003365078626,8B4U,436.0,11.7,4WFI,54.55,0.043,True,True,True,-1.5618,False,,105,257,229
MGYP001800348069,8B4U,411.0,11.0,4WFI,62.5,0.031,True,True,True,-1.5638,False,,137,307,161
MGYP000155433506,8B4U,388.0,11.5,4EB0,23.45,0.543,False,True,True,-1.565,False,,139,290,163
MGYP000964660063,8B4U,916.0,21.0,8B4U,23.62,0.97,False,True,True,-1.5672,False,,147,279,247
MGYP001597587568,8B4U,820.0,24.6,8B4U,27.2,0.888,False,True,True,-1.5672,False,,104,197,165
MGYP000875686174,8B4U,670.0,16.6,8B4U,24.7,0.874,False,True,True,-1.5674,False,,250,357,325
MGYP000993239749,8B4U,399.0,11.3,4CG1,47.62,0.08,True,True,True,-1.5674,False,,149,354,321
MGYP000604031596,8B4U,680.0,17.8,4WFI,25.43,0.57,False,True,True,-1.568,False,,521,634,602
MGYP001030323896,8B4U,687.0,17.5,6EQE,31.0,0.351,True,True,True,-1.5681,False,,290,397,365
MGYP000481935786,8B4U,698.0,15.9,8B4U,19.35,0.796,False,True,True,-1.5694,False,,134,280,249
MGYP003362267786,8B4U,498.0,11.7,8B4U,23.46,0.55,False,True,True,-1.5715,False,,109,270,234
MGYP002628864078,8B4U,382.0,9.4,4CG1,38.89,0.069,True,True,True,-1.5727,False,,164,362,329
